age,gender,marital_status,employment_status,number_of_dependants,residence_type,years_at_current_address,city,state,zipcode,loan_purpose,loan_type,loan_tenure_months,bank_balance_at_application,number_of_open_accounts,number_of_closed_accounts,enquiry_count,credit_utilization_ratio,loan_to_income,delinquency_ratio,avg_dpd_per_delinquency
0.46153846153846156,M,Single,Self-Employed,0.2,Owned,0.9999999999999999,Pune,Maharashtra,0.5101694915254238,Home,Secured,0.5471698113207547,0.19215870548296282,0.6666666666666667,1.0,0.625,0.19191919191919193,0.6252927400468384,0.0,0.0
0.5192307692307693,F,Single,Salaried,0.0,Owned,0.5,Hyderabad,Telangana,0.6610169491525424,Auto,Secured,0.4339622641509434,0.0858093056699,0.6666666666666667,1.0,0.25,0.43434343434343436,0.17096018735362997,0.0,0.0
0.17307692307692313,M,Single,Salaried,0.0,Owned,0.1,Pune,Maharashtra,0.5101694915254238,Auto,Secured,0.37735849056603776,0.5570278520058443,0.0,0.0,0.625,0.494949494949495,0.13817330210772832,0.643,0.42000000000000004
0.7115384615384616,M,Married,Salaried,0.6000000000000001,Owned,0.26666666666666666,Bangalore,Karnataka,0.7627118644067797,Education,Secured,0.8867924528301887,0.36832924759570057,0.0,1.0,0.25,0.494949494949495,0.24824355971896958,0.28600000000000003,0.6200000000000001
0.5576923076923077,M,Married,Self-Employed,0.4,Owned,0.06666666666666668,Bangalore,Karnataka,0.7627118644067797,Education,Secured,0.9433962264150944,0.1812462854026994,0.6666666666666667,1.0,0.75,0.8282828282828284,0.22950819672131148,0.066,0.45
0.5576923076923077,M,Single,Self-Employed,0.0,Owned,0.26666666666666666,Hyderabad,Telangana,0.6610169491525424,Personal,Unsecured,0.07547169811320753,0.2038160891697546,0.0,0.5,0.5,0.36363636363636365,0.05854800936768151,0.5,0.37000000000000005
0.40384615384615385,M,Married,Self-Employed,0.6000000000000001,Owned,0.43333333333333335,Delhi,Delhi,0.0,Personal,Unsecured,0.1509433962264151,0.2113080135138519,0.0,0.0,0.625,0.27272727272727276,0.0889929742388759,0.667,0.25
0.42307692307692313,M,Married,Self-Employed,0.4,Owned,0.13333333333333333,Bangalore,Karnataka,0.7627118644067797,Education,Secured,0.39622641509433965,0.1540112284962186,0.0,1.0,0.125,0.22222222222222224,0.2622950819672131,0.107,0.8
0.576923076923077,M,Married,Self-Employed,0.6000000000000001,Owned,0.43333333333333335,Pune,Maharashtra,0.5101694915254238,Home,Secured,0.7358490566037735,0.08853964647509949,0.6666666666666667,1.0,0.5,0.7777777777777778,0.47540983606557374,0.583,0.41
0.5000000000000001,F,Single,Self-Employed,0.2,Owned,0.4666666666666667,Lucknow,Uttar Pradesh,0.1966101694915254,Home,Secured,0.49056603773584906,0.07167007272561883,0.6666666666666667,0.5,0.625,0.4444444444444445,0.648711943793911,0.0,0.0
0.6538461538461539,F,Married,Self-Employed,0.8,Owned,0.9333333333333333,Chennai,Tamil Nadu,0.8305084745762713,Personal,Unsecured,0.26415094339622636,0.2176518941316134,0.6666666666666667,0.0,0.5,0.16161616161616163,0.10070257611241218,0.0,0.0
0.6346153846153847,M,Married,Salaried,0.6000000000000001,Mortgage,0.3666666666666667,Pune,Maharashtra,0.5101694915254238,Auto,Secured,0.3018867924528301,0.05417307378806392,0.6666666666666667,0.0,0.875,0.010101010101010102,0.13114754098360654,0.134,0.6000000000000001
0.48076923076923084,F,Single,Self-Employed,0.0,Owned,0.9,Hyderabad,Telangana,0.6610169491525424,Auto,Secured,0.28301886792452824,0.13396300708245626,0.0,1.0,0.375,0.26262626262626265,0.1498829039812646,0.2,0.6400000000000001
0.6153846153846154,F,Single,Self-Employed,0.0,Owned,0.7666666666666667,Ahmedabad,Gujarat,0.4576271186440678,Auto,Secured,0.5094339622641509,0.013391075358990437,0.3333333333333333,0.0,0.25,0.07070707070707072,0.15222482435597187,0.41200000000000003,0.61
0.42307692307692313,M,Married,Self-Employed,0.4,Rented,0.5,Chennai,Tamil Nadu,0.8305084745762713,Home,Secured,0.5849056603773585,0.09052029658520232,1.0,0.5,0.375,0.06060606060606061,0.5292740046838408,0.0,0.0
0.7884615384615384,F,Single,Self-Employed,0.4,Owned,0.3666666666666667,Bangalore,Karnataka,0.7627118644067797,Personal,Unsecured,0.1320754716981132,0.03345462787081199,0.6666666666666667,1.0,0.5,0.8383838383838385,0.0702576112412178,0.0,0.0
0.23076923076923084,F,Single,Self-Employed,0.0,Mortgage,0.8666666666666667,Jaipur,Rajasthan,0.3254237288135594,Home,Secured,0.49056603773584906,0.040658966367148115,0.3333333333333333,0.0,0.375,0.17171717171717174,0.7845433255269321,0.20800000000000002,0.5599999999999999
0.1923076923076924,M,Single,Self-Employed,0.0,Rented,0.9,Ahmedabad,Gujarat,0.4576271186440678,Auto,Secured,0.4528301886792453,0.36007830613852054,0.0,0.0,0.125,0.3535353535353536,0.24590163934426232,0.0,0.0
0.6346153846153847,M,Married,Self-Employed,0.4,Owned,0.9333333333333333,Pune,Maharashtra,0.5101694915254238,Personal,Unsecured,0.1509433962264151,0.0882442673191582,0.3333333333333333,1.0,0.75,0.05050505050505051,0.05152224824355972,0.08800000000000001,0.6000000000000001
0.34615384615384615,F,Married,Salaried,1.0,Owned,0.6,Lucknow,Uttar Pradesh,0.1966101694915254,Auto,Secured,0.28301886792452824,0.06299292674239207,0.3333333333333333,0.5,0.5,0.22222222222222224,0.22716627634660422,0.0,0.0
0.48076923076923084,F,Single,Self-Employed,0.0,Mortgage,0.06666666666666668,Ahmedabad,Gujarat,0.4576271186440678,Personal,Unsecured,0.07547169811320753,0.03306968955037467,0.3333333333333333,0.5,0.625,0.5555555555555556,0.11709601873536299,0.0,0.0
0.3653846153846154,M,Single,Salaried,0.2,Rented,0.23333333333333334,Pune,Maharashtra,0.5101694915254238,Personal,Unsecured,0.037735849056603765,0.029976001721171278,0.3333333333333333,0.0,0.25,0.5656565656565657,0.07962529274004684,0.0,0.0
0.5384615384615385,F,Single,Self-Employed,0.4,Mortgage,0.13333333333333333,Lucknow,Uttar Pradesh,0.1966101694915254,Personal,Unsecured,0.0,0.03532016698632006,0.6666666666666667,0.5,0.875,0.31313131313131315,0.07962529274004684,0.147,0.55
0.2692307692307693,M,Married,Salaried,0.8,Owned,0.7333333333333333,Pune,Maharashtra,0.5101694915254238,Auto,Secured,0.28301886792452824,0.04022662940187765,0.0,0.0,0.375,0.14141414141414144,0.18501170960187355,0.045,0.5
0.3846153846153847,M,Married,Self-Employed,0.4,Owned,0.6333333333333333,Pune,Maharashtra,0.5101694915254238,Education,Secured,0.22641509433962262,0.08450360715185504,0.0,0.0,0.375,0.8080808080808082,0.2552693208430913,0.212,0.54
0.7500000000000001,M,Single,Self-Employed,0.0,Owned,0.23333333333333334,Bangalore,Karnataka,0.7627118644067797,Education,Secured,0.7735849056603773,0.15480244091522566,0.6666666666666667,1.0,0.75,0.030303030303030304,0.21311475409836064,0.0,0.0
0.3076923076923077,M,Single,Self-Employed,0.2,Owned,0.2,Pune,Maharashtra,0.5101694915254238,Home,Secured,0.6415094339622641,0.07871662867109532,0.0,1.0,0.5,0.16161616161616163,0.6112412177985949,0.0,0.0
0.7500000000000001,M,Married,Self-Employed,0.8,Owned,0.4666666666666667,Ahmedabad,Gujarat,0.4576271186440678,Personal,Unsecured,0.0,0.07792260555077736,0.3333333333333333,0.0,0.125,0.04040404040404041,0.07259953161592506,0.16399999999999998,0.6200000000000001
0.48076923076923084,M,Married,Self-Employed,0.8,Rented,0.8,Pune,Maharashtra,0.5101694915254238,Personal,Unsecured,0.18867924528301885,0.09079140150254982,0.6666666666666667,1.0,0.875,0.4141414141414142,0.056206088992974246,0.023,0.63
0.576923076923077,M,Married,Self-Employed,0.8,Mortgage,0.3333333333333333,Pune,Maharashtra,0.5101694915254238,Home,Secured,0.6415094339622641,0.013430808454793958,1.0,0.0,1.0,0.33333333333333337,0.5339578454332553,0.032,0.54
0.21153846153846156,M,Single,Salaried,0.0,Owned,0.13333333333333333,Pune,Maharashtra,0.5101694915254238,Education,Secured,0.8867924528301887,0.003521425465056084,0.0,0.0,0.5,0.98989898989899,0.297423887587822,0.0,0.0
0.3076923076923077,M,Married,Self-Employed,0.6000000000000001,Owned,0.8333333333333334,Mumbai,Maharashtra,0.4915254237288136,Home,Secured,0.339622641509434,0.1323299896208466,1.0,1.0,0.875,0.9494949494949496,0.6510538641686182,0.059000000000000004,0.82
0.5000000000000001,F,Single,Salaried,0.0,Owned,0.26666666666666666,Kolkata,West Bengal,1.0,Education,Secured,0.660377358490566,0.1554704935131569,0.0,0.5,0.5,0.38383838383838387,0.2810304449648712,0.938,0.6200000000000001
0.48076923076923084,M,Married,Self-Employed,0.4,Mortgage,0.26666666666666666,Bangalore,Karnataka,0.7627118644067797,Personal,Unsecured,0.320754716981132,0.2210363617873403,1.0,0.0,0.375,0.787878787878788,0.07962529274004684,0.113,0.5700000000000001
0.48076923076923084,M,Married,Self-Employed,0.8,Owned,0.9,Ahmedabad,Gujarat,0.4576271186440678,Personal,Unsecured,0.05660377358490565,0.2046590440447116,0.3333333333333333,0.0,0.25,0.27272727272727276,0.08665105386416863,0.024,0.8500000000000001
0.23076923076923084,M,Married,Salaried,0.4,Owned,0.3666666666666667,Chennai,Tamil Nadu,0.8305084745762713,Auto,Secured,0.39622641509433965,0.3431125297487182,0.6666666666666667,0.5,0.375,0.20202020202020204,0.1967213114754098,0.0,0.0
0.13461538461538464,F,Single,Self-Employed,0.2,Owned,0.5333333333333333,Hyderabad,Telangana,0.6610169491525424,Home,Secured,0.4528301886792453,0.12288398906994916,0.6666666666666667,0.0,0.75,0.8181818181818182,0.5714285714285715,0.0,0.0
0.40384615384615385,F,Married,Self-Employed,0.4,Rented,0.3333333333333333,Kolkata,West Bengal,1.0,Personal,Unsecured,0.18867924528301885,0.05082003488335845,1.0,0.0,0.75,0.98989898989899,0.10538641686182668,0.0,0.0
0.17307692307692313,F,Married,Salaried,0.6000000000000001,Rented,0.1,Bangalore,Karnataka,0.7627118644067797,Personal,Unsecured,0.18867924528301885,0.06386028361509337,0.6666666666666667,0.0,0.25,0.787878787878788,0.11475409836065573,0.179,0.61
0.2692307692307693,M,Married,Salaried,0.4,Mortgage,0.13333333333333333,Ahmedabad,Gujarat,0.4576271186440678,Personal,Unsecured,0.28301886792452824,0.023934143735176744,0.0,1.0,0.25,0.23232323232323235,0.1405152224824356,0.273,0.54
0.48076923076923084,F,Single,Salaried,0.4,Owned,0.5,Kolkata,West Bengal,1.0,Auto,Secured,0.28301886792452824,0.10891339820431958,0.6666666666666667,0.5,0.625,0.4141414141414142,0.21779859484777517,0.099,0.5900000000000001
0.6346153846153847,M,Married,Self-Employed,0.4,Owned,0.6666666666666666,Chennai,Tamil Nadu,0.8305084745762713,Personal,Unsecured,0.1320754716981132,0.22720419029572156,0.3333333333333333,0.5,0.125,0.888888888888889,0.046838407494145196,0.0,0.0
0.5961538461538463,M,Married,Salaried,0.8,Owned,0.6,Pune,Maharashtra,0.5101694915254238,Auto,Secured,0.16981132075471697,0.048540556120251,1.0,1.0,0.875,0.6262626262626263,0.1569086651053864,0.10800000000000001,0.58
0.5192307692307693,M,Single,Salaried,0.2,Owned,0.1,Kolkata,West Bengal,1.0,Auto,Secured,0.39622641509433965,0.13466606568762274,1.0,1.0,0.375,0.8787878787878789,0.1569086651053864,0.0,0.0
0.3653846153846154,F,Married,Self-Employed,0.6000000000000001,Mortgage,0.6666666666666666,Hyderabad,Telangana,0.6610169491525424,Personal,Unsecured,0.18867924528301885,0.5215708549693455,1.0,1.0,0.375,0.020202020202020204,0.032786885245901634,0.055999999999999994,0.8
0.3076923076923077,M,Married,Self-Employed,0.6000000000000001,Owned,0.26666666666666666,Chennai,Tamil Nadu,0.8305084745762713,Personal,Unsecured,0.09433962264150941,0.04577124877415095,1.0,1.0,0.875,0.17171717171717174,0.15925058548009366,0.026000000000000002,0.75
0.5576923076923077,M,Single,Self-Employed,0.0,Owned,0.9999999999999999,Lucknow,Uttar Pradesh,0.1966101694915254,Personal,Unsecured,0.320754716981132,0.2813123624353347,0.6666666666666667,1.0,0.25,0.9595959595959597,0.08430913348946137,0.147,0.51
0.576923076923077,M,Married,Self-Employed,0.8,Owned,0.43333333333333335,Kolkata,West Bengal,1.0,Auto,Secured,0.5471698113207547,0.15814819754835302,0.3333333333333333,1.0,0.125,0.5555555555555556,0.1100702576112412,0.269,0.5599999999999999
0.3846153846153847,F,Single,Salaried,0.0,Mortgage,0.7666666666666667,Lucknow,Uttar Pradesh,0.1966101694915254,Auto,Secured,0.4339622641509434,0.15138846089573474,0.3333333333333333,1.0,0.25,0.7777777777777778,0.16627634660421545,0.385,0.58
0.1923076923076924,F,Married,Self-Employed,0.4,Rented,0.6,Kolkata,West Bengal,1.0,Home,Secured,0.5094339622641509,0.11549529411945071,0.0,0.5,0.625,0.6363636363636365,0.7985948477751756,0.078,0.6200000000000001
0.1923076923076924,F,Single,Self-Employed,0.2,Owned,0.26666666666666666,Mumbai,Maharashtra,0.4915254237288136,Education,Secured,0.20754716981132074,0.04190257393805316,0.3333333333333333,0.5,0.75,0.27272727272727276,0.2927400468384075,0.0,0.0
0.5192307692307693,M,Single,Salaried,0.2,Owned,0.6333333333333333,Delhi,Delhi,0.0,Home,Secured,0.7169811320754716,0.1304274003516954,0.3333333333333333,0.0,0.125,0.5050505050505051,0.5761124121779859,0.0,0.0
0.4423076923076924,F,Married,Salaried,0.4,Owned,0.43333333333333335,Kolkata,West Bengal,1.0,Education,Secured,0.6981132075471698,0.10032044550126813,0.3333333333333333,0.5,0.125,0.10101010101010102,0.22014051522248243,0.45,0.53
0.42307692307692313,M,Single,Salaried,0.4,Mortgage,0.2,Chennai,Tamil Nadu,0.8305084745762713,Personal,Unsecured,0.18867924528301885,0.18927569249292342,0.0,1.0,0.125,0.29292929292929293,0.0889929742388759,0.0,0.0
0.3653846153846154,M,Single,Salaried,0.0,Mortgage,0.8,Kolkata,West Bengal,1.0,Personal,Unsecured,0.20754716981132074,0.0027938371029948275,0.0,0.5,0.5,0.7171717171717172,0.12880562060889927,0.0,0.0
0.28846153846153855,F,Single,Self-Employed,0.2,Owned,0.43333333333333335,Hyderabad,Telangana,0.6610169491525424,Auto,Secured,0.28301886792452824,0.09810382424020356,0.6666666666666667,1.0,0.625,0.36363636363636365,0.18032786885245902,0.037000000000000005,0.45
0.6730769230769232,M,Married,Self-Employed,0.4,Owned,0.8333333333333334,Mumbai,Maharashtra,0.4915254237288136,Personal,Unsecured,0.07547169811320753,0.04685439085203599,0.0,0.5,0.375,0.8282828282828284,0.06557377049180327,0.0,0.0
0.5192307692307693,M,Single,Salaried,0.2,Owned,0.9666666666666667,Pune,Maharashtra,0.5101694915254238,Home,Secured,0.7735849056603773,0.06189343149324385,0.0,0.5,0.625,0.9696969696969697,0.6861826697892272,0.1,0.82
0.11538461538461542,M,Single,Self-Employed,0.0,Owned,0.9333333333333333,Ahmedabad,Gujarat,0.4576271186440678,Education,Secured,0.8113207547169812,0.13243002503568313,0.0,0.5,0.625,0.6262626262626263,0.2927400468384075,0.423,0.6400000000000001
0.6730769230769232,M,Married,Self-Employed,0.4,Owned,0.2,Delhi,Delhi,0.0,Personal,Unsecured,0.018867924528301883,0.14879035081129616,0.0,0.0,0.625,0.42424242424242425,0.07728337236533958,0.7690000000000001,0.49000000000000005
0.3076923076923077,M,Single,Self-Employed,0.0,Rented,0.8666666666666667,Chennai,Tamil Nadu,0.8305084745762713,Personal,Unsecured,0.18867924528301885,0.41104884130116054,0.6666666666666667,0.5,0.875,0.020202020202020204,0.07259953161592506,0.009000000000000001,0.4
0.5576923076923077,M,Married,Salaried,0.4,Owned,0.7,Hyderabad,Telangana,0.6610169491525424,Auto,Secured,0.41509433962264153,0.03902160509442168,0.3333333333333333,0.0,0.625,0.4545454545454546,0.12880562060889927,0.0,0.0
0.5384615384615385,F,Married,Self-Employed,0.6000000000000001,Mortgage,0.3,Ahmedabad,Gujarat,0.4576271186440678,Personal,Unsecured,0.22641509433962262,0.058778535645058506,0.6666666666666667,1.0,0.5,0.9494949494949496,0.11475409836065573,0.0,0.0
0.3846153846153847,M,Married,Salaried,0.6000000000000001,Rented,0.7,Delhi,Delhi,0.0,Education,Secured,0.9056603773584906,0.019434594213941385,0.6666666666666667,1.0,0.875,0.5656565656565657,0.2997658079625293,0.1,0.4
0.5384615384615385,M,Married,Self-Employed,0.6000000000000001,Owned,0.4,Chennai,Tamil Nadu,0.8305084745762713,Personal,Unsecured,0.18867924528301885,0.027331642824254,0.0,0.0,0.125,0.5858585858585859,0.07962529274004684,0.511,0.58
0.46153846153846156,M,Single,Self-Employed,0.2,Owned,0.06666666666666668,Pune,Maharashtra,0.5101694915254238,Personal,Unsecured,0.0,0.2417657949915347,1.0,1.0,0.875,0.06060606060606061,0.06557377049180327,0.0,0.0
0.7500000000000001,M,Married,Self-Employed,0.8,Rented,0.6333333333333333,Hyderabad,Telangana,0.6610169491525424,Home,Secured,0.339622641509434,0.14961950769799987,0.6666666666666667,1.0,0.625,0.9494949494949496,0.5362997658079625,0.171,0.5
0.40384615384615385,F,Single,Self-Employed,0.0,Owned,0.3,Lucknow,Uttar Pradesh,0.1966101694915254,Auto,Secured,0.4339622641509434,0.020082588625245104,0.6666666666666667,1.0,0.25,0.10101010101010102,0.13114754098360654,0.049,0.42000000000000004
0.23076923076923084,M,Single,Salaried,0.0,Mortgage,0.3,Mumbai,Maharashtra,0.4915254237288136,Personal,Unsecured,0.1509433962264151,0.1550584702528149,0.3333333333333333,1.0,0.375,0.696969696969697,0.16393442622950818,0.135,0.39
0.13461538461538464,F,Single,Self-Employed,0.0,Owned,0.13333333333333333,Ahmedabad,Gujarat,0.4576271186440678,Home,Secured,0.37735849056603776,0.18852842922168614,0.3333333333333333,0.0,0.375,0.787878787878788,0.8313817330210773,0.0,0.0
0.2692307692307693,F,Married,Salaried,0.6000000000000001,Owned,0.43333333333333335,Mumbai,Maharashtra,0.4915254237288136,Personal,Unsecured,0.320754716981132,0.12249406814264258,1.0,1.0,0.625,0.4141414141414142,0.14754098360655737,0.07,0.58
0.6923076923076924,F,Single,Self-Employed,0.0,Mortgage,0.7,Jaipur,Rajasthan,0.3254237288135594,Auto,Secured,0.1320754716981132,0.008725949978715324,0.0,1.0,0.0,0.2828282828282829,0.11709601873536299,0.0,0.0
0.5192307692307693,F,Married,Self-Employed,0.4,Rented,0.3,Delhi,Delhi,0.0,Auto,Secured,0.1320754716981132,0.11505848558391298,0.0,1.0,0.375,0.9191919191919192,0.19203747072599534,0.0,0.0
0.5192307692307693,M,Single,Salaried,0.0,Mortgage,0.5666666666666667,Bangalore,Karnataka,0.7627118644067797,Auto,Secured,0.26415094339622636,0.023081990201384194,0.0,0.5,0.625,0.21212121212121213,0.19437939110070254,0.0,0.0
0.3076923076923077,M,Married,Self-Employed,0.8,Rented,0.5333333333333333,Lucknow,Uttar Pradesh,0.1966101694915254,Home,Secured,0.7358490566037735,0.23580813028571546,0.6666666666666667,0.5,0.5,0.13131313131313133,0.5831381733021077,0.033,0.45
0.0961538461538462,M,Single,Self-Employed,0.2,Owned,0.4,Delhi,Delhi,0.0,Home,Secured,0.7169811320754716,0.14021528438931383,0.3333333333333333,0.5,0.375,0.11111111111111112,0.971896955503513,0.0,0.0
0.13461538461538464,M,Single,Self-Employed,0.2,Owned,0.7,Chennai,Tamil Nadu,0.8305084745762713,Auto,Secured,0.16981132075471697,0.010170267175045877,1.0,0.0,0.875,0.5151515151515152,0.234192037470726,0.135,0.5900000000000001
0.1923076923076924,M,Single,Salaried,0.0,Rented,0.4,Delhi,Delhi,0.0,Personal,Unsecured,0.1320754716981132,0.29091256828087797,0.6666666666666667,0.0,0.5,0.09090909090909091,0.056206088992974246,0.0,0.0
0.40384615384615385,M,Single,Salaried,0.0,Rented,0.3333333333333333,Lucknow,Uttar Pradesh,0.1966101694915254,Personal,Unsecured,0.18867924528301885,0.027192896386817912,1.0,0.5,0.375,0.8080808080808082,0.1100702576112412,0.044000000000000004,0.6200000000000001
0.5000000000000001,F,Married,Self-Employed,1.0,Owned,0.9333333333333333,Delhi,Delhi,0.0,Personal,Unsecured,0.037735849056603765,0.15429574812436792,0.6666666666666667,0.5,0.25,0.29292929292929293,0.05386416861826698,0.0,0.0
0.6730769230769232,F,Married,Self-Employed,1.0,Owned,0.2,Kolkata,West Bengal,1.0,Personal,Unsecured,0.22641509433962262,0.02744292104433396,0.6666666666666667,1.0,0.625,0.43434343434343436,0.06557377049180327,0.121,0.53
0.5576923076923077,M,Married,Self-Employed,0.6000000000000001,Owned,0.9,Bangalore,Karnataka,0.7627118644067797,Auto,Secured,0.39622641509433965,0.28162115630207785,1.0,0.0,0.625,0.4141414141414142,0.1756440281030445,0.006999999999999999,0.2
0.15384615384615385,M,Married,Salaried,0.6000000000000001,Owned,0.9333333333333333,Delhi,Delhi,0.0,Personal,Unsecured,0.0,0.12940660473925125,1.0,0.5,0.625,0.9393939393939394,0.10070257611241218,0.073,0.53
0.40384615384615385,M,Married,Self-Employed,0.4,Owned,0.0,Bangalore,Karnataka,0.7627118644067797,Auto,Secured,0.5283018867924528,0.014023227635632945,0.3333333333333333,1.0,0.125,0.17171717171717174,0.20843091334894612,0.075,0.32000000000000006
0.42307692307692313,M,Married,Salaried,0.6000000000000001,Owned,0.3666666666666667,Ahmedabad,Gujarat,0.4576271186440678,Auto,Secured,0.41509433962264153,0.04354977266536761,1.0,1.0,0.75,0.9191919191919192,0.2037470725995316,0.0,0.0
0.5000000000000001,M,Married,Salaried,0.8,Mortgage,0.9,Chennai,Tamil Nadu,0.8305084745762713,Home,Secured,0.39622641509433965,0.018720548321832453,0.3333333333333333,0.0,0.375,0.9393939393939394,0.5362997658079625,0.0,0.0
0.40384615384615385,M,Married,Self-Employed,0.8,Owned,0.3,Lucknow,Uttar Pradesh,0.1966101694915254,Personal,Unsecured,0.11320754716981132,0.12812339183169316,0.0,1.0,0.375,0.33333333333333337,0.11475409836065573,0.4,0.4
0.5000000000000001,M,Single,Self-Employed,0.2,Mortgage,0.8,Pune,Maharashtra,0.5101694915254238,Home,Secured,0.5283018867924528,0.0633075975300579,0.6666666666666667,0.0,0.75,0.08080808080808081,0.7142857142857143,0.16899999999999998,0.58
0.3653846153846154,F,Single,Salaried,0.2,Mortgage,0.6,Ahmedabad,Gujarat,0.4576271186440678,Home,Secured,0.3584905660377359,0.20529221839455808,0.3333333333333333,1.0,0.625,0.15151515151515152,0.540983606557377,0.091,0.5700000000000001
0.6346153846153847,F,Married,Self-Employed,0.4,Owned,0.2,Bangalore,Karnataka,0.7627118644067797,Education,Secured,0.7547169811320754,0.03794012388549305,1.0,0.5,1.0,0.686868686868687,0.24590163934426232,0.015,0.6000000000000001
0.3076923076923077,M,Married,Salaried,0.6000000000000001,Owned,0.5666666666666667,Jaipur,Rajasthan,0.3254237288135594,Home,Secured,0.5471698113207547,0.11942286592392606,0.3333333333333333,0.5,0.375,0.9696969696969697,0.5269320843091334,0.062000000000000006,0.52
0.5576923076923077,M,Single,Self-Employed,0.0,Owned,0.06666666666666668,Mumbai,Maharashtra,0.4915254237288136,Personal,Unsecured,0.2452830188679245,0.05876320454699927,0.3333333333333333,0.5,0.5,0.11111111111111112,0.05854800936768151,0.0,0.0
0.46153846153846156,M,Single,Self-Employed,0.4,Owned,0.5,Hyderabad,Telangana,0.6610169491525424,Education,Secured,0.339622641509434,0.08461207467062414,0.3333333333333333,0.0,0.5,0.19191919191919193,0.3044496487119438,0.28600000000000003,0.6200000000000001
0.3076923076923077,M,Married,Self-Employed,0.8,Owned,0.9333333333333333,Jaipur,Rajasthan,0.3254237288135594,Personal,Unsecured,0.1509433962264151,0.019342863143886953,0.0,0.5,0.5,0.6363636363636365,0.12412177985948475,0.0,0.0
0.326923076923077,F,Married,Self-Employed,0.4,Mortgage,0.8666666666666667,Bangalore,Karnataka,0.7627118644067797,Personal,Unsecured,0.22641509433962262,0.11528921860970448,0.0,0.5,0.5,0.9393939393939394,0.1100702576112412,0.20800000000000002,0.5599999999999999
0.9038461538461539,F,Married,Self-Employed,1.0,Owned,0.0,Hyderabad,Telangana,0.6610169491525424,Education,Secured,0.9245283018867925,0.047546845447711504,1.0,0.0,0.375,0.595959595959596,0.17096018735362997,0.0,0.0
